"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"FACTURE","VERSION_2012","2013-08-03",342.26,"F",80.09,"F",1900,60,47.608976,2.1748,"Vente","Maison Individuelle","41036","41","21 Grande Rue 41600 Chaon",0.46
"Méthode Facture",,"2013-06-27",214,"D",64,"F",1947,36,,,"Vente","Logement","42153","42",,0
"3CL - DPE","V2012","2013-11-14",146.29,"C",29.24,"D",1900,284,45.044763,3.878088,"Vente","Logement","43157","43","20 Boulevard Gambetta 43000 Le Puy-en-Velay",0.97
"FACTURE - DPE","V2012","2013-05-23",179.36,"N",41.97,"N",1974,64.83,47.267932,-2.251057,"Vente","Maison Individuelle","44184","44","14 Rue des Troènes 44600 Saint-Nazaire",0.97
"Méthode Facture",,"2013-06-27",249,"E",58,"F",1947,82.3,,,"Vente","Logement","45000","45",,0
"Factures","2012","2013-12-16",0,"A",0,"A",1948,200,44.453162,1.43866,"Vente","Maison Individuelle","46042","46","20 Impasse Siries 46000 Cahors",0.57
"3CL","v15c","2013-08-29",306.62,"E",71.75,"F",0,80,44.395669,0.711957,"Copropriété","Maison Individuelle","47323","47","5 Rue de Rome 47300 Villeneuve-sur-Lot",0.33
"Méthode 3CL","3CL-DPE, version 1.3","2014-10-28",339,"F",17,"C",1978,135.2,44.878548,3.246989,"Vente","Maison Individuelle","48002","48","Chemin de Combejouves 48200 Albaret-Sainte-Marie",0.31
"3CL - DPE","V2012","2013-07-02",318.35,"E",74.49,"F",1974,71,47.480875,-0.536113,"Vente","Maison Individuelle","49007","49","7 Rue de la Brisepotière 49100 Angers",0.98
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-08",159,"D",37,"E",1948,122.5,,,"Location","Logement","50700","50",,0
"Méthode Facture",,"2013-07-19",347,"F",11,"C",1947,61,48.605923,4.571261,"Vente","Maison Individuelle","51270","51","Grande Rue 51290 Gigny-Bussy",0.77
"3CL - DPE","V2012","2013-12-02",336.3,"F",6.59,"B",1950,60,48.00867,5.7023,"Vente","Maison Individuelle","52002","52","le moulin de la forge 52400 Aigremont",0.32
"Méthode Facture",,"2013-08-28",247,"E",8,"B",1947,81,48.230773,-0.306372,"Location","Logement","53120","53","5 Rue de la Fontaine 53160 Izé",0.49
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-08",93,"C",4,"A",2007,198,48.654455,6.2306,"Vente","Maison Individuelle","54300","54","4 Impasse Carnot 54410 Laneuveville-devant-Nancy",0.35
"MIXTE FACTURE+3CL - DPE pour ECS","V2012","2013-11-06",803.4,"G",10.63,"B",1948,92,,,"Vente","Maison Individuelle","55117","55",,0
"3CL - DPE","V2012","2013-07-01",138,"C",5,"A",2006,82.9,,,"Vente","Logement","56610","56",,0
"3CL","Version 1.3","2013-07-12",166.43,"D",38.94,"E",1985,90,,,"Vente","Logement","63000","57",,0
"3CL-DPE","1.3","2013-10-18",360.23,"F",18.11,"C",1982,45.38,47.409448,2.929303,"Location","Logement","58086","58","26 Rue Waldeck Rousseau 58200 Cosne-Cours-sur-Loire",0.85
"TROIS_CL_DPE","VERSION_2012","2013-06-10",311.35,"E",48.02,"E",1982,82,50.976659,2.350842,"Vente","Maison Individuelle","59016","59","5 Rue de la Petite Chapelle 59380 Armbouts-Cappel",0.71
"TROIS_CL_DPE","VERSION_2012","2013-07-01",144.15,"C",33.73,"D",1974,120,49.501176,2.977238,"Vente","Maison Individuelle","60043","60","Rue de l'Equipée 60170 Bailly",0.41
"Méthode Facture",,"2013-08-21",0,"N",0,"N",1947,140,48.701702,0.618505,"Vente","Maison Individuelle","61100","61","16 Rue des Capellois 61270 La Chapelle-Viel",0.33
"FACTURE - DPE","V2012","2013-06-12",49.74,"A",11.64,"C",2013,1065,50.536825,2.466782,"Neuf","Maison Individuelle","62188","62","10a Rue de la Resistance 62151 Burbure",0.85
"3CL - DPE","V2012","2013-07-12",181,"D",42,"E",2005,33,45.789993,3.115924,"Vente","Logement","63113","63","29 rue des Chandiots 63100 Clermont-Ferrand",0.98
"3CL - DPE","V2012","2013-06-27",140.61,"C",32.9,"D",1700,184,43.490531,-1.473368,"Vente","Maison Individuelle","64102","64","9 Rue de Coursic 64100 Bayonne",0.78
"Méthode 3CL","3CL-DPE, version 1.3","2013-09-13",281,"E",27,"D",1975,65,,,"Location","Logement","65250","65",,0
"3CL - DPE","V2012","2013-06-28",136,"C",32,"D",1980,83,42.666311,2.883011,"Vente","Maison Individuelle","66136","66","27 Rue de Valencia 66000 Perpignan",0.98
"3CL - DPE","V2012","2013-06-26",261,"E",14,"C",2005,108.41,48.841511,7.613643,"Vente","Maison Individuelle","67372","67","Rue de Strasbourg 67350 Val-de-Moder",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-11",109,"C",32,"D",1989,270,,,"Vente","Maison Individuelle","68440","68",,0
"Méthode Facture",,"2013-06-07",276,"E",8,"B",1947,81.79,45.97647,4.332189,"Vente","Logement","69006","69","Rue Gras 69550 Amplepuis",0.33
"3CL - DPE","V2012","2014-02-04",351.69,"F",17.47,"C",1949,105,47.488879,6.144792,"Vente","Maison Individuelle","70038","70","19 Grande Rue 70190 Authoison",0.95
"3CL","Version 1.3","2013-07-30",197.24,"D",30.56,"D",1960,106,,,"Location","Logement","63000","71",,0
"FACTURE - DPE","V2012","2013-07-18",158.46,"D",6.62,"B",2013,93.88,,,"Neuf","Maison Individuelle","72132","72",,0
"3CL - DPE","V2012","2013-07-26",525.58,"G",17.11,"C",2002,30.7,45.153354,6.420636,"Vente","Logement","73306","73","Route du Galibier 73450 Valloire",0.35
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-06",217,"D",35,"D",1978,200,,,"Vente","Maison Individuelle","74520","74",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-06",319,"E",18,"C",1948,42,,,"Location","Logement","75016","75",,0
"3CL - DPE","V2012","2013-06-18",9,"A",0,"G",1974,69,50.034887,1.321002,"Vente","Maison Individuelle","76192","76","3 Rue Saint Vivien 76910 Criel-sur-Mer",0.95
"3CL - DPE","V2012","2013-06-20",159.29,"D",5.4,"A",2012,115,48.345523,2.562491,"Vente","Maison Individuelle","77001","77","19 Rue du Marchais 77760 Achères-la-Forêt",0.48
"FACTURE","VERSION_2012","2013-06-17",0,"A",0,"A",1900,29.72,48.806228,2.147178,"Vente","Logement","78646","78","30 Rue de la Bonne Aventure 78000 Versailles",0.98
"TROIS_CL_DPE","VERSION_2012","2013-07-04",232.53,"E",11.89,"C",2001,90.8,,,"Location","Maison Individuelle","79086","79",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-29",280,"E",11,"C",1948,20.45,,,"Location","Logement","80000","80",,0
"3CL - DPE","V2012","2013-08-23",219.86,"D",9.01,"B",2000,91,43.603687,2.156123,"Vente","Maison Individuelle","81098","81","Impasse de la Grèze 81570 Fréjeville",0.47
"Méthode Facture",,"2013-10-11",313,"E",19,"C",1947,204,,,"Vente","Maison Individuelle","82029","82",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-10",190,"D",10,"B",2000,130,,,"Vente","Maison Individuelle","83510","83",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-05",142,"C",33,"D",1948,173.29,44.142266,5.063326,"Vente","Maison Individuelle","84100","84","Route de Lafare 84190 La Roque-Alric",0.41
"Méthode Facture",,"2013-06-30",297.65,"N",75.78,"N",1947,170,46.509264,-1.479915,"Vente","Bâtiment collectif à usage principal d'habitation","85200","85","16 Rue du Mont Blanc 85540 Saint-Avaugourd-des-Landes",0.38
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-03",309,"E",72,"F",1948,95,,,"Vente","Maison Individuelle","86100","86",,0
"DPE VIERGE","V2012","2013-07-31",0,"N",0,"N",1948,94,46.220157,0.926496,"Vente","Maison Individuelle","87028","87","13 Fressoneix 87320 Val-d'Oire-et-Gartempe",0.95
"TROIS_CL_DPE","VERSION_2012","2013-07-31",242.79,"E",3.15,"A",1970,90,48.074976,6.719796,"Vente","Maison Individuelle","88177","88","Chemin de la Cotiande 88530 La Forge",0.48
"3CL - DPE","V2012","2013-09-10",228.83,"D",53.55,"E",1982,33,47.793644,3.57466,"Vente","Logement","89024","89","1 Rue Courtillière 89000 Auxerre",0.96
"3CL - DPE","V2012","2013-11-04",0,"N",0,"N",1900,36.56,47.654533,6.848367,"Location","Logement","90010","90","196 Avenue Jean Jaurès 90000 Belfort",0.98
"FACTURE","VERSION_2012","2013-06-07",194.66,"D",43.99,"E",1992,66,48.637194,2.424938,"Vente","Logement","91228","91","16 Rue Jean Anouilh 91000 Évry-Courcouronnes",0.6
"Méthode Facture",,"2013-06-11",201,"D",35,"D",1947,70.11,,,"Vente","Logement","92200","92",,0
"FACTURE - DPE","V2012","2013-06-26",399.61,"F",93.51,"G",1948,120,48.886579,2.504676,"Vente","Maison Individuelle","93077","93","31bis Rue Rene et Pierre Charton 93250 Villemomble",0.88
"Méthode Facture",,"2013-06-19",258,"E",77,"F",1947,42.5,,,"Vente","Logement","94700","94",,0
"TROIS_CL_DPE","VERSION_2012","2013-06-20",484.18,"G",132.69,"G",1964,200.7,48.949798,2.24462,"Location","Maison Individuelle","95018","95","42 Avenue de Verdun 95100 Argenteuil",0.98
"Méthode Facture",,"2013-06-28",0,"N",0,"N",1947,170,,,"Vente","Maison Individuelle","01700","01",,0
"Méthode Facture",,"2013-07-27",0,"N",0,"N",1947,102,,,"Vente","Maison Individuelle","02170","02",,0
"Factures","2012","2013-07-05",267.96,"E",4.32,"A",1948,112,,,"Location","Maison Individuelle","03248","03",,0
"Méthode Facture",,"2013-11-04",0,"N",0,"N",1947,60,,,"Vente","Logement","04081","04",,0
"3CL - DPE","V2012","2013-11-14",604.29,"G",11.46,"C",1900,28,,,"Vente","Maison Individuelle","5023","05",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-08",98,"C",3,"A",2006,86.35,,,"Vente","Logement","06000","06",,0
"3CL - DPE","V2012","2013-08-09",0,"N",0,"N",1900,69.4,48.0787878,7.3488239,"Vente","Logement","7334","07","Avenue du Général de Gaulle (Pont) Colmar",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-09-19",404,"F",88,"G",1948,138.5,,,"Vente","Maison Individuelle","08110","08",,0
"Méthode Facture",,"2013-10-19",208,"D",40,"E",1947,136.8,,,"Vente","Maison Individuelle","09022","09",,0
"3CL","v15c","2013-09-20",279.42,"E",13.74,"C",2006,91,48.365893,4.32892,"Location","Maison Individuelle","10287","10","13 Rue du Moulin de la Gruyère 10220 Piney",0.95
"Méthode Facture",,"2013-08-09",0,"N",0,"N",1947,100,,,"Vente","Maison Individuelle","11000","11",,0
"Méthode Facture",,"2013-10-26",392,"F",12,"C",1947,289,,,"Vente","Bâtiment collectif à usage principal d'habitation","12090","12",,0
"Méthode Facture",,"2013-06-10",28,"A",6,"B",1,39.07,,,"Neuf","Logement","13011","13",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-27",409,"F",19,"C",1989,18,,,"Vente","Logement","14000","14",,0
"fact","V2012","2014-01-23",520,"G",8,"B",-1,56,45.136808,2.493618,"Vente","Maison Individuelle","15219","15","Avenue de Barrouze 15140 Salers",0.59
"Méthode Facture",,"2013-07-22",80,"B",18,"C",1947,368,,,"Vente","Maison Individuelle","16100","16",,0
"Méthode Facture",,"2013-06-25",0,"N",0,"N",1947,44,46.166508,-1.176269,"Location","Logement","17300","17","Rue Primauguet 17000 La Rochelle",0.4
"3CL - DPE","V2012","2013-08-02",0,"N",0,"N",1947,81.12,47.303882,2.524372,"Location","Logement","18109","18","11 Rue du Nord 18250 Henrichemont",0.95
"Méthode Facture",,"2013-11-04",214,"D",50,"E",1947,46,45.1585,1.52956,"Vente","Logement","19031","19","8 Rue Charles Gobert 19100 Brive-la-Gaillarde",0.96
"FACTURE - DPE","V2012","2013-07-16",52.28,"B",12.23,"C",2013,832.3,47.218633,5.133155,"Neuf","Maison Individuelle","21632","21","Route de Dijon 21110 Thorey-en-Plaine",0.74
"3CL - DPE","V2012","2013-07-01",185.54,"D",16.22,"C",1990,90.5,48.488407,-2.68589,"Location","Maison Individuelle","22106","22","7 Rue des Champs 22360 Langueux",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2014-03-01",298,"E",69,"F",1948,70.36,,,"Location","Logement","23004","23",,0
"FACTURE","VERSION_2012","2013-08-06",109.02,"C",29.87,"D",1936,220,45.044902,0.598152,"Vente","Maison Individuelle","24061","24","Route de Chez Amédée 24110 Bourrou",0.32
"3CL - DPE","V2012","2013-07-18",140.89,"C",42.27,"E",2004,105,,,"Vente","Maison Individuelle","25045","25",,0
"3CL - DPE","V2012","2013-07-08",129.26,"C",30.48,"D",1999,140,45.019235,4.921809,"Vente","Maison Individuelle","26038","26","Rue des Ecoles 26600 Beaumont-Monteux",0.36
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-17",313,"E",14,"C",1978,70,,,"Vente","Maison Individuelle","27340","27",,0
"FACTURE - DPE","V2012","2013-07-25",69.81,"N",2.27,"N",1948,103,48.720676,1.399098,"Vente","Maison Individuelle","28223","28","15 Rue de l'Ancienne Mairie 28500 Luray",0.95
"FACTURE","VERSION_2012","2013-06-26",0,"N",0,"N",1920,53,47.874733,-3.91895,"Location","Logement","29039","29","5 Avenue de la Gare 29900 Concarneau",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2014-04-11",141,"C",5,"A",2006,90.31,41.642842,9.330965,"Vente","Maison Individuelle","2A139","2A","Strada di Mora dell' Onda 20137 Lecci",0.56
"Méthode 3CL","3CL-DPE, version 1.3","2014-07-07",217,"D",2,"A",1948,96.34,,,"Vente","Logement","2B074","2B",,0
"TROIS_CL_DPE","VERSION_2012","2013-07-01",282.64,"E",15.75,"C",1980,95,43.811291,4.480792,"Location","Maison Individuelle","30155","30","39 Carriero Mesté Eyssette 30129 Manduel",0.55
"FACTURE - DPE","V2012","2013-06-10",141.4,"C",6.22,"B",2006,115.35,,,"Neuf","Maison Individuelle","31582","31",,0
"Th-C-E","RT2005","2013-10-19",154.76,"D",5.04,"A",2012,63.5,,,"Neuf","Maison Individuelle","32016","32",,0
"3CL","v15c","2013-06-11",203.23,"D",13.1,"C",1974,56,44.857075,-0.42617,"Copropriété","Maison Individuelle","33330","33","29 Route de la Poste 33370 Pompignac",0.96
"FACTURE - DPE","V2012","2013-06-12",33.84,"A",12.99,"C",2013,1314,43.618576,3.809722,"Neuf","Maison Individuelle","34123","34","533 Rue Jupiter 34990 Juvignac",0.97
"TROIS_CL_DPE","VERSION_2012","2013-06-17",260.4,"E",11.66,"C",2006,94,,,"Vente","Maison Individuelle","35029","35",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-09-11",317,"E",43,"E",1964,98.6,46.596004,1.528443,"Vente","Maison Individuelle","36200","36","Le Genetout 36200 Saint-Marcel",0.33
"3CL - DPE","V2012","2013-07-08",132.46,"C",31,"D",1988,96,47.34436,0.65685,"Vente","Maison Individuelle","37122","37","5 Rue Michel Colombe 37300 Joué-lès-Tours",0.91
"FACTURE - DPE","V2012","2013-06-12",51.63,"B",13.18,"C",2013,1413.57,,,"Neuf","Maison Individuelle","38169","38",,0
"FACTURE - DPE","V2012","2013-10-07",52.09,"B",12.19,"C",2013,45.38,46.480416,6.059452,"Neuf","Logement","39470","39","239 Rue du Sgt Chef M Benoit Lizon 39220 Les Rousses",0.53
"3CL - DPE","V2012","2013-07-11",184.22,"D",6.73,"B",2001,46.5,43.786636,-1.411477,"Vente","Logement","40328","40","27 Rue Docteur Pizerra 40480 Vieux-Boucau-les-Bains",0.44
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-03",236,"E",13,"C",1948,64.85,47.719517,1.348852,"Location","Maison Individuelle","41130","41","13 Rue du Château 41500 Maves",0.45
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-27",481,"G",28,"D",1948,62.65,,,"Vente","Logement","42410","42",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-11-29",247,"E",14,"C",2006,91,45.378441,3.239257,"Vente","Maison Individuelle","43050","43","Rue du Gôt 43410 Chambezon",0.34
"FACTURE - DPE","V2012","2013-05-23",109.58,"N",25.64,"N",1974,106.11,47.267673,-2.251406,"Vente","Maison Individuelle","44184","44","12 Rue des Troènes 44600 Saint-Nazaire",0.97
"FACTURE","VERSION_2012","2013-06-27",0,"N",0,"N",1900,40,47.899168,1.909776,"Location","Logement","45234","45","28 Rue de la Charpenterie 45000 Orléans",0.98
"3CL","2012","2013-12-12",222.68,"D",10.66,"B",2013,67,44.467766,1.48426,"Vente","Logement","46149","46","Route de Cahors 46090 Lamagdelaine",0.79
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-30",138,"C",5,"A",2006,60,,,"Vente","Maison Individuelle","47210","47",,0
"Méthode Facture",,"2014-10-30",0,"N",0,"N",1947,54,,,"Vente","Maison Individuelle","48019","48",,0
"Facture","v15c","2013-06-03",0,"N",0,"N",1900,100,47.187962,-0.266007,"Copropriété","Logement","49125","49","24 Rue du puy notre dame 49700 Doué-en-Anjou",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-08",153,"D",5,"A",1948,68.6,,,"Vente","Logement","50700","50",,0
"3CL - DPE","V2012","2013-07-18",0,"N",0,"N",1920,184,49.173941,3.862892,"Vente","Maison Individuelle","51140","51","10 Rue Andre Beuvelet 51170 Chaumuzy",0.78
"3CL - DPE","V2012","2013-12-04",312.28,"E",15.78,"C",1950,46,48.477227,4.774078,"Vente","Logement","52331","52","15 Rue Audiffred 52220 La Porte du Der",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-28",300,"E",16,"C",1989,90,,,"Location","Maison Individuelle","53100","53",,0
"3CL - DPE","V2012","2013-07-08",142,"C",33,"D",2000,120,48.443882,6.735424,"Vente","Maison Individuelle","54154","54","Grande Rue 54120 Deneuvre",0.67
"3CL - DPE","V2012","2013-11-12",186.34,"D",29.52,"D",1993,94,48.88594,5.556098,"Vente","Maison Individuelle","55463","55","7 Lotissement du Fond de la Vaux 55300 Saint-Mihiel",0.96
"3CL - DPE","V2012","2013-07-01",202.67,"D",47.43,"E",1970,43.6,47.743815,-3.380689,"Vente","Logement","56121","56","14 Rue de Kerjulaude 56100 Lorient",0.97
"3CL","Version 1.3","2013-07-12",195.4,"D",45.72,"E",1985,74,,,"Vente","Logement","63000","57",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-10-18",185,"D",10,"B",1983,143,47.450745,3.054463,"Vente","Maison Individuelle","58002","58","Rue de la Planche 58200 Alligny-Cosne",0.34
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-10",243,"E",13,"C",2001,118.12,50.537111,2.827989,"Vente","Maison Individuelle","59550","59","26 Rue de Marquillies 59496 Salomé",0.46
"FACTURE","VERSION_2012","2013-07-01",265.52,"E",8.64,"B",1910,114.87,49.581544,3.124854,"Location","Maison Individuelle","60021","60","La Grande Pature 60400 Appilly",0.33
"Méthode Facture",,"2013-08-21",208,"D",43,"E",1947,148.45,,,"Vente","Maison Individuelle","61170","61",,0
"FACTURE - DPE","V2012","2013-06-12",49.74,"A",11.64,"C",2013,1065,50.536825,2.466782,"Neuf","Maison Individuelle","62188","62","10a Rue de la Resistance 62151 Burbure",0.85
"3CL - DPE","V2012","2013-07-12",162,"D",38,"E",1988,58,45.79183,3.116417,"Vente","Logement","63113","63","34 boulevard Léon Jouhaux 63100 Clermont-Ferrand",0.97
"3CL - DPE","V2012","2013-06-27",207.16,"D",30.95,"D",2000,59,43.367527,-1.752467,"Vente","Maison Individuelle","64260","64","40 Rue Zaldi 64700 Hendaye",0.89
"Méthode 3CL","3CL-DPE, version 1.3","2013-09-13",310,"E",76,"F",1948,69.52,,,"Vente","Maison Individuelle","65000","65",,0
"3CL - DPE","V2012","2013-06-28",113,"C",4,"A",1957,108,42.7752,2.989788,"Vente","Maison Individuelle","66180","66","8 Rue Colbert 66250 Saint-Laurent-de-la-Salanque",0.96
"3CL - DPE","V2012","2013-06-24",497.89,"G",27.89,"D",1988,36,48.522936,7.725183,"Vente","Logement","67218","67","6 Rue Jean Racine 67400 Illkirch-Graffenstaden",0.96
"3CL - DPE","V2012","2013-07-11",222,"D",52,"E",1974,100,47.848222,7.07344,"Vente","Maison Individuelle","68372","68","14 Rue des Maquisards 68760 Willer-sur-Thur",0.96
"TROIS_CL_DPE","VERSION_2012","2013-06-07",283.73,"E",16.11,"C",2000,128,45.869054,4.583031,"Vente","Maison Individuelle","69032","69","chemin du crêt 69210 Bully",0.46
"MIXTE FACTURE+3CL - DPE pour ECS","V2012","2014-02-04",314.82,"E",34.02,"D",1969,150,47.537693,6.400109,"Vente","Maison Individuelle","70042","70","1 Rue de Vesoul 70110 Autrey-le-Vay",0.63
"Méthode Facture",,"2013-07-25",160,"D",37,"E",1947,253.75,,,"Vente","Logement","71000","71",,0
"3CL - DPE","V2012","2013-07-17",0,"N",0,"N",1900,44.87,47.968989,0.225058,"Vente","Maison Individuelle","72181","72","64 Boulevard Jean-yves Chapalain 72100 Le Mans",0.98
"Méthode Facture",,"2013-07-24",564,"G",18,"C",1947,75,,,"Vente","Maison Individuelle","73800","73",,0
"Méthode Facture",,"2013-07-10",240,"E",56,"F",1947,80.55,,,"Vente","Maison Individuelle","74500","74",,0
"FACTURE","VERSION_2012","2013-06-06",292.63,"E",68.47,"F",1973,61,48.891314,2.337458,"Vente","Logement","75118","75","161 Rue Marcadet 75018 Paris",0.98
"FACTURE - DPE","V2012","2013-06-18",111.54,"N",3.63,"N",1948,65,49.89797,1.264239,"Location","Maison Individuelle","76235","76","34 Rue du Mont Blanc 76630 Envermeu",0.95
"3CL - DPE","V2012","2013-06-20",209.18,"D",9.19,"B",1986,108.4,48.786789,2.60804,"Vente","Maison Individuelle","77373","77","2 Allée du Hêtre 77340 Pontault-Combault",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-17",236,"E",11,"C",1997,135,,,"Vente","Maison Individuelle","78450","78",,0
"Méthode Facture",,"2013-07-04",0,"N",0,"N",1947,66.56,,,"Location","Maison Individuelle","79300","79",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-29",534,"G",25,"D",1948,10.39,,,"Location","Logement","80000","80",,0
"3CL - DPE","V2012","2013-08-26",0,"N",0,"N",1900,115,43.697876,1.821325,"Vente","Maison Individuelle","81140","81","6 Rue Villeneuve 81500 Lavaur",0.96
"FACTURE - DPE","V2012","2013-10-16",124.32,"C",4.9,"A",2013,109.99,,,"Neuf","Maison Individuelle","82161","82",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-10",270,"E",12,"C",1948,24.34,,,"Vente","Logement","83600","83",,0
"Méthode Facture",,"2013-07-05",0,"N",0,"N",1947,284,,,"Vente","Maison Individuelle","84210","84",,0
"3CL - DPE","V2012","2013-07-01",227,"D",68,"F",1982,55,46.580495,-1.795769,"Vente","Maison Individuelle","85112","85","17 Rue des mouettes 85340 L'Île-d'Olonne",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-03",378,"F",22,"D",1948,30,,,"Vente","Logement","86000","86",,0
"3CL","Version 1.3","2013-07-31",293.01,"E",87.9,"G",1900,193,,,"Vente","Maison Individuelle","63000","87",,0
"Méthode Facture",,"2013-07-31",365,"F",7,"B",1946,47,,,"Vente","Maison Individuelle","88550","88",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-09-10",226,"D",52,"E",1975,54,,,"Location","Logement","89000","89",,0
"3CL - DPE","V2012","2013-11-06",0,"N",0,"N",1920,53.4,47.65542,6.847309,"Vente","Logement","90010","90","10 Rue de l'Yser 90000 Belfort",0.96
"FACTURE","VERSION_2012","2013-06-07",194.66,"D",43.99,"E",1992,66,48.637194,2.424938,"Vente","Logement","91228","91","16 Rue Jean Anouilh 91000 Évry-Courcouronnes",0.6
"3CL","v15c","2013-06-12",193.28,"D",9.69,"B",2003,128,48.881216,2.176327,"Copropriété","Logement","92063","92","7 Résidence Castellina Parc 92500 Rueil-Malmaison",0.5
"Méthode Facture",,"2013-06-26",234,"E",7,"B",1947,55,,,"Vente","Maison Individuelle","93000","93",,0
"FACTURE - DPE","V2012","2013-06-20",379.05,"F",12.34,"C",1988,26.45,48.831753,2.471018,"Vente","Logement","94052","94","27 Rue Jean Guy Labarbe 94130 Nogent-sur-Marne",0.96
"3CL - DPE","V2012","2013-06-20",214.5,"D",10.16,"B",2000,26.76,49.046923,2.007673,"Location","Logement","95183","95","Boulevard de la Crête 95800 Courdimanche",0.42
"Méthode Facture",,"2013-06-28",170,"D",40,"E",1947,180,,,"Vente","Maison Individuelle","01700","01",,0
"Méthode Facture",,"2013-07-26",168,"D",30,"D",1947,141,49.656534,3.29026,"Location","Maison Individuelle","02300","02","Rue de la République 02700 Tergnier",0.87
"3CL - DPE","V2012","2013-08-20",232,"E",10,"B",1974,220,46.414771,2.911661,"Vente","Maison Individuelle","03191","03","Lieu Dit la Musardiere 03390 Murat",0.54
"3CL - DPE","V2012","2013-11-04",424,"F",24,"D",1982,32.68,,,"Vente","Logement","04006","04",,0
"3CL - DPE","V2012","2013-11-12",186.51,"D",10.33,"B",1985,190,,,"Vente","Maison Individuelle","5068","05",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-08",98,"C",3,"A",2006,86.35,,,"Vente","Logement","06000","06",,0
"3CL - DPE","V2012","2013-08-09",384.53,"F",95.18,"G",1962,71.6,,,"Location","Logement","7034","07",,0
"3CL - DPE","V2012","2013-09-26",284,"E",9,"B",1974,164,49.30217,4.397835,"Vente","Maison Individuelle","08220","08","13 Rue de Reims 08310 Hauviné",0.95
"3CL","v15c","2013-10-19",134.19,"C",4.01,"A",2012,70,,,"Location","Logement","9130","09",,0
"3CL-DPE","1.3","2013-09-20",182,"D",4.18,"A",1982,106,48.355479,4.004625,"Vente","Maison Individuelle","10349","10","1 Impasse des Cortins 10180 Saint-Lyé",0.69
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-09",123,"C",4,"A",1948,156.8,,,"Vente","Maison Individuelle","11400","11",,0
"3CL - DPE","V2012","2013-10-26",302,"E",58,"F",1974,273.46,44.565357,2.376563,"Vente","Maison Individuelle","12173","12","Rue du Bourg 12320 Conques-en-Rouergue",0.49
"Méthode Facture",,"2013-06-10",28,"A",6,"B",1,39.07,,,"Neuf","Logement","13011","13",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-27",237,"E",12,"C",1978,19,,,"Vente","Logement","14000","14",,0
"TROIS_CL_DPE","VERSION_2012","2014-01-23",328.8,"E",18.99,"C",2009,114,,,"Vente","Maison Individuelle","15002","15",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-19",202,"D",47,"E",1978,90,45.667065,-0.25712,"Vente","Maison Individuelle","16150","16","Impasse de Grateau 16130 Gensac-la-Pallue",0.37
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-25",162,"D",37,"E",1948,130,,,"Vente","Maison Individuelle","17000","17",,0
"3CL - DPE","V2012","2013-08-02",0,"N",0,"N",1947,309,47.144463,2.21428,"Vente","Maison Individuelle","18141","18","5 Rue Henri Boulard 18500 Mehun-sur-Yèvre",0.96
"Méthode Facture",,"2013-11-05",0,"N",0,"N",1947,69.13,45.306926,1.809346,"Vente","Logement","19009","19","Route de la Garenne 19000 Les Angles-sur-Corrèze",0.31
"FACTURE - DPE","V2012","2013-07-16",52.28,"B",12.23,"C",2013,832.3,47.218633,5.133155,"Neuf","Maison Individuelle","21632","21","Route de Dijon 21110 Thorey-en-Plaine",0.74
